원천ID,게시글ID,제목,작성일,작성자,자료성격,키워드,B2B활용메모,원문URL,원문파일,스토리카드,본문문단수,이미지참조수,삽입게시물수,상태
EPR-CAFE-5314,5314,말빨로 4만 된 유튜버가 알려주는 '말하기 기술',2023-05-02,주는사란,직접 경험·방법론,말하기·기획·학습,유튜브 운영 중 말하기를 준비하는 관점. 당시 구독자 수와 본인이 느낀 방법을 분리한다.,https://cafe.naver.com/ranschool/5314,카페원문/5314.md,스토리카드/5314.md,27,1,0,카페 HTML·텍스트 보관
EPR-CAFE-5196,5196,To. 꾸준함이 없는 당신에게,2023-04-28,주는사란,의견,지속·실력·자기평가,꾸준함과 실력 차이를 돌아보는 글. 타인의 실패 원인을 단정하는 진단으로 사용하지 않는다.,https://cafe.naver.com/ranschool/5196,카페원문/5196.md,스토리카드/5196.md,14,0,0,카페 HTML·텍스트 보관
EPR-CAFE-5144,5144,저는 무슨 일을 해야 돈을 가장 많이 벌까요?,2023-04-27,주는사란,직접 경험·성찰,사업이력·적합성·선택,여러 일을 해도 자신에게 맞는 일을 찾는 고민. 수익이 큰 업종을 단번에 고르는 공식으로 쓰지 않는다.,https://cafe.naver.com/ranschool/5144,카페원문/5144.md,스토리카드/5144.md,17,3,0,카페 HTML·텍스트 보관
EPR-CAFE-5050,5050,"온라인 판매, 연매출 6000억 대표님이 말하는 레벨 1~ 레벨3",2023-04-25,주는사란,타인 강의·해석,성장단계·온라인판매,매출 6000억 대표의 강의에서 들은 구분. 그 매출을 이세란의 회사나 본인 대행 성과로 사용하지 않는다.,https://cafe.naver.com/ranschool/5050,카페원문/5050.md,스토리카드/5050.md,58,7,0,카페 HTML·텍스트 보관
EPR-CAFE-4860,4860,10년차 사업가가 학교 앞에서 달고나를 판다면?,2023-04-20,주는사란,가정 사업 설계,달고나·수요·마케팅,학교 앞 달고나 판매를 가정한 사고 실험. 실제 운영한 점포로 만들거나 예시 속 위장 수요를 권장하지 않는다.,https://cafe.naver.com/ranschool/4860,카페원문/4860.md,스토리카드/4860.md,37,5,0,카페 HTML·텍스트 보관
EPR-CAFE-4800,4800,"수포자에서 수학학원원장까지, 마이너스  3000만원에서 서울 50평짜리 땅주인까지",2023-04-18,주는사란,자전적 경험,학원·실패·부채·자산,학원 운영과 부채 이후의 경로를 담은 핵심 개인 원천. 자산 규모·매출·이익을 구분하고 당시 숫자를 유지한다.,https://cafe.naver.com/ranschool/4800,카페원문/4800.md,스토리카드/4800.md,53,2,0,카페 HTML·텍스트 보관
EPR-CAFE-4768,4768,같은 수업을 들었는데 왜 성적이 다를까? 같은 방법을 알려줘도 왜 버는 돈이 다를까?,2023-04-17,주는사란,학원 경험·의견,실행·피드백·성과차이,같은 수업을 듣고도 결과가 달라진다는 질문에서 시작하는 글. 실행 조건의 차이를 설명하되 인과를 단정하지 않는다.,https://cafe.naver.com/ranschool/4768,카페원문/4768.md,스토리카드/4768.md,56,0,0,카페 HTML·텍스트 보관
EPR-CAFE-4447,4447,자영업 성공공식? 학원 3번 + 음식점 5개 + 부동산 5개 + 마케팅 대행사 + 4만 유튜버가 알려드림,2023-04-07,주는사란,사업 경험·가정 계산,손익·생존·최소매출,안 되는 시기를 버틸 최소 매출과 비용을 먼저 계산하는 관점. 휴대폰·무인카페 계산은 가정이며 제목·본문의 보장 표현을 현재 강의 약속으로 쓰지 않는다.,https://cafe.naver.com/ranschool/4447,카페원문/4447.md,스토리카드/4447.md,35,6,0,카페 HTML·텍스트 보관
EPR-CAFE-4386,4386,정신과 다녀온 후기,2023-04-05,주는사란,민감한 개인 경험,자기기대·감정·일,본인이 공개한 개인 진료 경험. 원문은 보존하되 진단을 덧붙이거나 대행 성과의 원인으로 단정하지 않는다.,https://cafe.naver.com/ranschool/4386,카페원문/4386.md,스토리카드/4386.md,20,0,0,카페 HTML·텍스트 보관
EPR-CAFE-4236,4236,고객이 전화를 받을 수 없어~,2023-03-30,주는사란,삽입 게시물·개인 경험,학원·블로그자산·실행,학원을 중단한 뒤에도 블로그로 수업 문의가 온 경험과 전화를 실행에 비유한 글. 카페 HTML에 보존된 인스타그램 메타데이터를 근거로 하며 현재 인스타 본문 재확인과 구분한다.,https://cafe.naver.com/ranschool/4236,카페원문/4236.md,스토리카드/4236.md,0,0,1,카페 HTML 보관; 외부 삽입물은 메타데이터 기준
EPR-CAFE-4215,4215,"""오빠는 도대체 왜 그래?""",2023-03-29,주는사란,개인 관계·방법론,생각차이·소통,연인과 생각이 어긋나는 유형에 대한 이야기. 고객과의 의견 차이를 설명하는 비유로 사용하며 고객사 사건으로 바꾸지 않는다.,https://cafe.naver.com/ranschool/4215,카페원문/4215.md,스토리카드/4215.md,6,0,1,카페 HTML 보관; 외부 삽입물은 메타데이터 기준
EPR-CAFE-2678,2678,김치전이 준 지혜,2023-02-13,주는사란,직접 경험,실험·학습·반복,김치전을 여러 번 만들며 비율을 조정한 경험. 정답 탐색만 하기보다 작은 실행에서 배우는 비유다.,https://cafe.naver.com/ranschool/2678,카페원문/2678.md,스토리카드/2678.md,11,2,0,카페 HTML·텍스트 보관
EPR-CAFE-2237,2237,진지하게 할까말까 고민중인 아이템 1번,2023-01-29,주는사란,사업 검토 중,학원·인력·사업선택,수학 학원 재시작을 고민한 글. 검토 중인 사업과 인력 구상을 실제 개업으로 쓰지 않는다.,https://cafe.naver.com/ranschool/2237,카페원문/2237.md,스토리카드/2237.md,20,5,0,카페 HTML·텍스트 보관
EPR-CAFE-2103,2103,기버들이 부자가 될수 밖에 없는 이유를 드디어 찾았다.,2023-01-25,주는사란,학원 경험·의견,지식공유·학습·제안,지식을 나누며 이해가 깊어지는 관점. 나눔이 반드시 부를 만든다는 보장 논리로 사용하지 않는다.,https://cafe.naver.com/ranschool/2103,카페원문/2103.md,스토리카드/2103.md,33,3,0,카페 HTML·텍스트 보관
EPR-CAFE-1982,1982,강박증,2023-01-20,주는사란,개인 경험·목표,팀·보상·동기,함께 일하는 사람의 월급을 높이려는 방향으로 목표를 바꾼 경험. 미래 보상 목표와 당시 순수익 변화를 구분한다.,https://cafe.naver.com/ranschool/1982,카페원문/1982.md,스토리카드/1982.md,18,1,0,카페 HTML·텍스트 보관
EPR-CAFE-1748,1748,은근히 인기 많은 사람들의 특징 3가지,2023-01-13,주는사란,외부 게시물 안내,관계·소통,인스타그램 게시물 안내가 중심인 글. 카페에 저장된 설명을 넘어 영상 내용과 세 가지 특징을 추정하지 않는다.,https://cafe.naver.com/ranschool/1748,카페원문/1748.md,스토리카드/1748.md,3,1,0,카페 HTML·텍스트 보관
EPR-CAFE-1740,1740,부자가 되고도 결국 인생 망하는 사람들의 특징,2023-01-13,주는사란,개인 성찰·미결정,성장·정체성·방향,어떤 유튜버와 어떤 부자가 될지를 고민한 기록. 아직 답을 정하지 않았다는 상태를 유지한다.,https://cafe.naver.com/ranschool/1740,카페원문/1740.md,스토리카드/1740.md,22,0,0,카페 HTML·텍스트 보관
EPR-CAFE-1652,1652,너무 하기 싫은일 어쩔수 없이 해서 돈 버는 법,2023-01-11,주는사란,직접 경험·방법론,작업분해·외주·시간,인터넷 강의 한 편을 만드는 준비·제작 시간을 나눈 경험. 대표가 해야 할 일과 맡길 일을 구분하는 설명에 활용한다.,https://cafe.naver.com/ranschool/1652,카페원문/1652.md,스토리카드/1652.md,20,4,0,카페 HTML·텍스트 보관
EPR-CAFE-1474,1474,하루에 0.1% 똑똑해지는 방법,2023-01-07,주는사란,운영 제안,기록·선언·실행,매일 다른 행동을 하도록 데일리 선언을 만든 기록. 개선율을 실제 측정한 지표로 쓰지 않는다.,https://cafe.naver.com/ranschool/1474,카페원문/1474.md,스토리카드/1474.md,5,1,0,카페 HTML·텍스트 보관
EPR-CAFE-1226,1226,"2023년 1월 22일, 부자될 사람과 아닌 사람 판별 가능한 날",2022-12-30,주는사란,경험·의견,제안·나눔·관계,먼저 나누는 태도와 제안의 순서에 대한 생각. 특정 날짜로 부자가 될 사람을 객관적으로 판별할 수 있다는 근거는 아니다.,https://cafe.naver.com/ranschool/1226,카페원문/1226.md,스토리카드/1226.md,22,7,0,카페 HTML·텍스트 보관
EPR-CAFE-1222,1222,2023년에 인생 초대박 나는 사람들의 특징,2022-12-30,주는사란,의견,실력·목표·실행,새해 기대보다 실력을 쌓자는 주장. 실제 미래 성과 예측으로 쓰지 않는다.,https://cafe.naver.com/ranschool/1222,카페원문/1222.md,스토리카드/1222.md,20,0,0,카페 HTML·텍스트 보관
EPR-CAFE-1039,1039,“진짜 내가 부자 될수 있을까?” 의심을 가지고 있는 분께,2022-12-24,주는사란,비유·성찰,반응·선택·목표,축구와 일상 상황을 통해 스스로 선택할 반응을 돌아본 글. 확률·기적 표현을 사업 통계로 사용하지 않는다.,https://cafe.naver.com/ranschool/1039,카페원문/1039.md,스토리카드/1039.md,36,4,0,카페 HTML·텍스트 보관
EPR-CAFE-389,389,뭐라도 할 줄 아는 사람과 아무것도 할 줄 모르는 사람이 같이 돈 2배씩 더 버는 법,2022-12-14,주는사란,방법론·사업 구상,기술·마케팅·협업,기술을 가진 사람과 마케팅 역할을 가진 사람의 협업 구상. 제목의 두 배 수입은 검증된 보장이 아니다.,https://cafe.naver.com/ranschool/389,카페원문/389.md,스토리카드/389.md,27,1,1,카페 HTML 보관; 외부 삽입물은 메타데이터 기준
EPR-CAFE-188,188,광고가 들어왔다. 너무 하고 싶다. 근데 할수가 없다. (주절거림 주의),2022-11-25,주는사란,직접 경험·결정 중,광고선택·기준·원가,광고 제안 네 건을 받고 자신의 기준과 제작비를 검토한 경험. 수락 여부와 계약 완료는 원문 시점대로 구분한다.,https://cafe.naver.com/ranschool/188,카페원문/188.md,스토리카드/188.md,17,3,0,카페 HTML·텍스트 보관
EPR-CAFE-146,146,하고 있는 일을 130% 더 잘하게 보이는 방법,2022-11-19,주는사란,직접 경험·계약 진행,기획안·신뢰·태도·제안,"상세 기획안을 낸 뒤 중단 연락을 받고 자체 제작을 진행한 일, 재연락과 편집자 응대 경험. 본문 시점 계약서는 아직 미작성이다.",https://cafe.naver.com/ranschool/146,카페원문/146.md,스토리카드/146.md,55,7,0,카페 HTML·텍스트 보관
EPR-CAFE-93,93,매일 제 영상에 '싫어요' 누르는 분께 드리는 말씀,2022-11-07,주는사란,직접 관찰·추정,피드백·감정·집중,영상의 싫어요 반응을 보고 든 생각. 같은 사람이 눌렀다는 부분은 추정이며 사실로 확정하지 않는다.,https://cafe.naver.com/ranschool/93,카페원문/93.md,스토리카드/93.md,33,7,0,카페 HTML·텍스트 보관
EPR-CAFE-83,83,나는 사실 또라이다 (재수없음 주의),2022-11-05,주는사란,개인 경험,휴식·생각·일,친구와 여행하며 드러난 생각과 휴식의 차이. 대표 개인의 일하는 방식과 가치관을 설명하는 장면이다.,https://cafe.naver.com/ranschool/83,카페원문/83.md,스토리카드/83.md,37,7,0,카페 HTML·텍스트 보관
EPR-CAFE-81,81,같은 일을 해도 버는 돈이 다른 이유,2022-11-04,주는사란,직접 관찰,서비스·고객이해·가치,괌 뷔페에서 직원의 제안과 응대 차이를 보고 팁을 준 경험. 같은 일을 해도 고객이 느끼는 가치가 달라지는 비유다.,https://cafe.naver.com/ranschool/81,카페원문/81.md,스토리카드/81.md,29,5,0,카페 HTML·텍스트 보관
EPR-CAFE-77,77,구독자 늘다보니 드는 생각,2022-11-03,주는사란,직접 경험·성찰,채널실패·자존심·돈,유튜브 실패와 성장 과정에서 든 생각. 감정·기부 원칙·목표를 기업의 검증된 수익 구조와 구분한다.,https://cafe.naver.com/ranschool/77,카페원문/77.md,스토리카드/77.md,36,0,0,카페 HTML·텍스트 보관
EPR-CAFE-25,25,(4편) 8잡러가 말하는 월급 이상의 파이프라인 하나 더 만드는 가장 쉬운 방법,2022-10-11,주는사란,방법론,시간·수입구조·사업,파이프라인에 대한 당시 설명. 부업 권유 대신 대표의 시간과 사업의 수입 구조를 비교하는 참고로 검토한다.,https://cafe.naver.com/ranschool/25,카페원문/25.md,스토리카드/25.md,82,0,0,카페 HTML·텍스트 보관
EPR-CAFE-9,9,(3편) 월급쟁이가 3년안에 퇴사 할 수 있는 유일한 방법,2022-10-02,주는사란,방법론,시간·수입·독립,시간을 써서 버는 돈과 다른 수입 구조를 설명한 글. 퇴사 기간을 보장하거나 사업 성과로 바꾸지 않는다.,https://cafe.naver.com/ranschool/9,카페원문/9.md,스토리카드/9.md,72,3,0,카페 HTML·텍스트 보관
EPR-CAFE-8,8,"(2편) 보통 사람들이 경제적자유를 이루기 위한, 가장 보통의 방법",2022-10-02,주는사란,방법론·목표설정,목표·자산·사업구조,경제적 자유의 목표를 정하는 당시 설명. 부동산·수익 관련 조언은 현재 실행안이 아니라 원문 관점으로 보존한다.,https://cafe.naver.com/ranschool/8,카페원문/8.md,스토리카드/8.md,56,1,0,카페 HTML·텍스트 보관
EPR-CAFE-3,3,(1편) 주는사란의 부퇴사 카페에서 0원으로 얻을 수 있는 2가지,2022-09-29,란박사,자기소개·커뮤니티 취지,사업이력·관계·비전,카페를 만든 이유와 당시 사업 이력의 원천. 이후 글의 이력·기간과 대조하고 미래 희망과 보유 사실을 구분한다.,https://cafe.naver.com/ranschool/3,카페원문/3.md,스토리카드/3.md,49,4,0,카페 HTML·텍스트 보관
